asset_id,type,title,topic_category,duration_mins,content_embedding
c31bab07-7d46-48ec-a14e-ad398771a1f1,Blog,Whole Milk vs Almond Milk: Which is Better? (Vol 9),Family Life,10.0,"[0.2509021095726176, 0.32038874199911027, 0.1790028870282323, 0.5815590774363588, 0.6543127977400819, 0.3053592622017707, 0.38880318174667783, 0.19141573320854388, 0.9165257813153656, 0.31252898482811675, 0.8583548767195266, 0.45586507072553173, 0.4055630086229759, 0.24482482356019442, 0.9694695054475851, 0.9370809391686078, 0.28125100743614184, 0.38367700646003566, 0.8453681398856457, 0.010740745895194248, 0.04473816694988275, 0.36791630927181707, 0.11487841225566287, 0.8409701981849086, 0.6903297124002724, 0.2995881328952503, 0.138134325687866, 0.26949604370058655, 0.2781083612792138, 0.9586257113058468, 0.06413060110237012, 0.41296213181636354, 0.6597240622304036, 0.4835480547014449, 0.24269130213847012, 0.4101894431952179, 0.29256005257134565, 0.6098000730354556, 0.982882457399675, 0.05534037892769761, 0.39342638697739474, 0.7857770557519375, 0.5035257600646215, 0.5151572047832091, 0.3615269303010108, 0.8916667762534002, 0.1950398700702739, 0.06432144393560835, 0.6079815439498718, 0.6781581076187733, 0.10008945042239947, 0.46204227701835254, 0.5689595995373786, 0.30500757991642735, 0.8376098887366789, 0.07040309178619075, 0.4064305981065154, 0.3100423090825699, 0.0854448306520249, 0.6046541085645691, 0.003921218129740334, 0.9707613532948057, 0.14599030296688542, 0.7393809434612392, 0.8250487886489659, 0.9403692401816568, 0.4679854328066553, 0.4588776561370095, 0.35630675195747386, 0.565142656555688, 0.533057668830242, 0.5204180980452198, 0.25557398810421306, 0.937995298389172, 0.5530193618612096, 0.017268974720847652, 0.6191137696828511, 0.21793669555024964, 0.08510603265490169, 0.3613203189957408, 0.1845740594446612, 0.8626574478696121, 0.2946907708326212, 0.8672124694585521, 0.6903778839073185, 0.7317751290900879, 0.24194716873108357, 0.37360034204027937, 0.9752323313006721, 0.4500012593702659, 0.2212465224768423, 0.6755999484232577, 0.9733874281793788, 0.04007280740595831, 0.18591627975998737, 0.9977282075244667, 0.8779901632844511, 0.5011398032409926, 0.3340394866210836, 0.9767062232716672, 0.6181072096795611, 0.3415651011483609, 0.8325150021039509, 0.012612070839094991, 0.5236922873862628, 0.6577427184008539, 0.1038790386499695, 0.11965650644467585, 0.5496460989078849, 0.0641363524155143, 0.024882553634488325, 0.7027815768020774, 0.5817566363081648, 0.6437411504335299, 0.9724840809992062, 0.712715670228402, 0.12218940692833324, 0.8163567356340697, 0.5044250100739349, 0.4323940600396051, 0.7180512100946942, 0.44815088251136825, 0.23006346166020308, 0.3046858235391523, 0.9048124628603864, 0.7040854024953254, 0.5109191067805565, 0.1479852198653634]"
e183a241-5a74-4b19-b39d-f91164826cd6,Video,Eco-Friendly Home Care Tips (Vol 8),Sustainability,11.8,"[0.02784321825833469, 0.8871760976461724, 0.4397547558216487, 0.21410453658715223, 0.8170112968728837, 0.4175220153260595, 0.7226446793718374, 0.13458947935765575, 0.7006588913542765, 0.8593397078518218, 0.4459607961584138, 0.24475685776312295, 0.22929958286122387, 0.8119035840992384, 0.3146234249245974, 0.36959994153274944, 0.7279920084978788, 0.9996010464384975, 0.5468272152295633, 0.6831211041056828, 0.02082545708131367, 0.2604418010114087, 0.679786206098346, 0.6656711281109599, 0.10868068096479166, 0.8250719978475837, 0.2603814403735544, 0.16894077489405845, 0.128756515327072, 0.15935574900580507, 0.3752801154523001, 0.30435650530953384, 0.40866527193144475, 0.3391478558035338, 0.8646969598855265, 0.366290485699878, 0.7468674618114066, 0.5353220351014678, 0.4542822536358233, 0.49769312463516846, 0.24102215088324985, 0.9220775623693904, 0.4060783641856449, 0.08464999005879947, 0.616210809176351, 0.9675722558645494, 0.40267478647127, 0.011283699137080161, 0.8959400650829845, 0.4221756697671294, 0.5807397730757413, 0.8954332758293926, 0.5040760432227299, 0.3844892090503005, 0.20599888871327, 0.44471121163242466, 0.7646874658537807, 0.261221288946636, 0.22375997575006334, 0.0952648424623248, 0.3199813225660566, 0.9359417709840336, 0.9500117630548388, 0.9984350694768155, 0.3701326149290878, 0.6816041742812979, 0.7924169335989247, 0.32183161728794574, 0.8103386285643821, 0.8601810237485066, 0.9391165961573599, 0.9765939968504327, 0.3047850522396356, 0.8510793639820784, 0.15192857856095732, 0.8886668258543063, 0.2916479868006865, 0.5927916134031326, 0.02518563131312601, 0.9717894988653409, 0.7289576803529092, 0.4121177709862359, 0.8652265118324725, 0.7412223429875378, 0.4738513649207069, 0.45863983171687384, 0.586637235716793, 0.7994841442338231, 0.9124628301539915, 0.8645750763121813, 0.4754038020163951, 0.8544556674725199, 0.9823378458344445, 0.706356942556569, 0.582252145795653, 0.48713455024083374, 0.7992685664202521, 0.02435931672893321, 0.20992790136704143, 0.11741610879663722, 0.9543926262231671, 0.5131005145468097, 0.9769181959872076, 0.3520859911198083, 0.45618433190194896, 0.6964076593925675, 0.6729568496371995, 0.4507260650280943, 0.12144681234354415, 0.6302292560124578, 0.5489475296320101, 0.39749792844662213, 0.21525734399218754, 0.579393889256588, 0.2696480563170992, 0.38219361175151767, 0.9208719448752591, 0.9444166639272288, 0.8877970153376105, 0.6970147053372876, 0.14347695215224965, 0.2545622151279351, 0.6391551012228911, 0.794511991208231, 0.7362091550574333, 0.2644224591369806, 0.6067782276739958, 0.5507030205853716]"
a015d919-89bf-4eba-a168-4aad0d14a41c,Video,A Guide to Decoding Nutrition Labels (Vol 3),Wellness,14.3,"[0.6292842263652766, 0.41384108691539334, 0.12017625059886039, 0.002660501947830407, 0.238647839893522, 0.3159752253605981, 0.6203744056894853, 0.4683165805345305, 0.8958683477192705, 0.29932063650452656, 0.04731030363940092, 0.29968786516524115, 0.10001482549175567, 0.906019211629442, 0.9093666737312984, 0.3488823396877466, 0.2825949600958907, 0.35475573304503605, 0.07997304470758415, 0.29930129918393866, 0.4544823643092962, 0.20380379112526714, 0.020279257836695708, 0.7143322199294871, 0.5472778193475675, 0.25297437458952043, 0.8631043412977684, 0.9709167464332449, 0.6306472726350159, 0.9587320682782463, 0.2051956423428949, 0.4145115547942766, 0.7376704559400199, 0.9943266298409961, 0.8117143118997348, 0.7386027529234358, 0.01507856105298988, 0.9966036459548685, 0.45833411986777806, 0.1781564403113438, 0.02574549517547764, 0.7980409109579019, 0.2398736957903984, 0.6439655388057604, 0.3574024074653058, 0.7627097675043332, 0.14108713408618667, 0.05767876229022284, 0.41560533753702933, 0.8104001742872325, 0.7493938736119442, 0.997389403624283, 0.9166537517529294, 0.8697964602636505, 0.44525227305314774, 0.042038999480330075, 0.6453844796206665, 0.2863949094871875, 0.8402091330873719, 0.2781327325487819, 0.01758084956280448, 0.7067477064031384, 0.4969284654105346, 0.754016173807552, 0.15160020351846404, 0.8446656693346234, 0.73340032579673, 0.08362771901419075, 0.8896805251929042, 0.8973040667865743, 0.20100413708790976, 0.711654322089703, 0.8841733141836086, 0.07273697485264563, 0.5634725815404384, 0.16476662850184887, 0.45079381402147245, 0.7543257283156767, 0.593040508590059, 0.6478720042081122, 0.8876039133372826, 0.17613291136943043, 0.22499365130602533, 0.9550984799765462, 0.38460705157595365, 0.27639972854843153, 0.809295476942232, 0.6127334494510478, 0.489008663222153, 0.9037320563852973, 0.3815883363615624, 0.8150187775633974, 0.49144572484205185, 0.4078072808379717, 0.21010997382587515, 0.42347012038679, 0.27675760764487056, 0.10485680017112875, 0.7786864300092693, 0.5919959231290606, 0.4501294238651157, 0.2916045551113975, 0.09189240859089565, 0.804665896366609, 0.3683043826685829, 0.8441905055648763, 0.3642497014382311, 0.17945686180150955, 0.8695122327627941, 0.186172353101558, 0.012696639595605186, 0.2907729596683224, 0.7605086325608568, 0.2875726722850297, 0.33972961026777615, 0.5870525178410542, 0.6114440398392039, 0.4726743859682708, 0.13287701853072265, 0.09155971094664583, 0.23175390378231853, 0.23729344371560568, 0.33781223426670626, 0.262727579460599, 0.10229794894959732, 0.6004067819350138, 0.5204751649035702, 0.641306221209534]"
c3d36f3b-f75d-4c3f-8ce4-56f714179a64,Article,Top 5 Snacks for Kids' Lunchboxes (Vol 6),Family Life,9.5,"[0.11525886233602867, 0.08299215293432383, 0.9227142355723301, 0.11598888058646006, 0.09416099046716353, 0.3483618979690619, 0.511745985120169, 0.9723263678965508, 0.8209498634062916, 0.4654874958097487, 0.17342500857546628, 0.15176783405214622, 0.24917213702020558, 0.7287026499915371, 0.3889872557836713, 0.5595489404885203, 0.3342984186113005, 0.7587150102473453, 0.9398730047152773, 0.18540608842459472, 0.5577211060102492, 0.26086734869951744, 0.1992455312055541, 0.735917257079533, 0.012391039863050568, 0.7743408421942196, 0.6090850357489829, 0.45006240964719824, 0.8655895231522535, 0.7907219874991172, 0.5436176927507543, 0.1638797989038866, 0.7945946772705865, 0.12575765578256315, 0.1330649455784113, 0.062148217684561136, 0.5479902800073051, 0.22126852432408706, 0.5973121791067384, 0.4966795020767786, 0.122904544357054, 0.10035315889852858, 0.3588860841388706, 0.39401207246916636, 0.13485655715282763, 0.6116547072129086, 0.7323340525034782, 0.44101647943808564, 0.7662535973950116, 0.37346149986369526, 0.5917352132593732, 0.8726460109830225, 0.16441848538927528, 0.8026629072904748, 0.7140333715606018, 0.8672775979095402, 0.2423540175690838, 0.4249667389375026, 0.5111341075704177, 0.6120452654072084, 0.6825657587182443, 0.8569181283792533, 0.5059205176818159, 0.10673368983176179, 1.1649294140436695e-05, 0.43281380104985534, 0.7422843732395299, 0.7666775303512237, 0.38083138622022306, 0.5310623546765011, 0.8202787574889872, 0.2361523198329173, 0.9490477542928724, 0.5189630279305897, 0.9747392499328402, 0.7237060575477329, 0.6217467569776977, 0.1733112186025214, 0.6727755651562225, 0.4572634590468343, 0.11155810185863424, 0.6536406558695051, 0.6455033555042787, 0.17697921117672266, 0.5969695168769932, 0.31756582558294855, 0.652701003005205, 0.6063705255905872, 0.14544754108537983, 0.39202017784845467, 0.9064895367413538, 0.23294159571846573, 0.7872930651908661, 0.3611927084580622, 0.4666294869653499, 0.8429280488623724, 0.5269741062391995, 0.5230841316500552, 0.4207040510218816, 0.04269167506782212, 0.7158289716119345, 0.416675349568559, 0.5397966852113386, 0.2258222310747965, 0.4423688444090106, 0.3730042960692147, 0.9743627152654695, 0.16610213131704088, 0.05594688279631499, 0.051227135951099845, 0.1683216507354468, 0.6630736110068157, 0.7553478069611462, 0.67139037000445, 0.9750419717986661, 0.34273344338384515, 0.1031193765867281, 0.8296309908789773, 0.49350827861853264, 0.2035166923942825, 0.45680506999451864, 0.9669659375668846, 0.4300129432664552, 0.5768891498893, 0.13676753164250632, 0.572501204704004, 0.7394062003382124, 0.5013153367672241]"
e89f2880-69f0-4352-9e3e-4304376a0ced,Video,5 Quick Breakfast Ideas for Busy Mornings (Vol 9),Family Life,8.7,"[0.9728986498958836, 0.8052178686175285, 0.6262711686456612, 0.16494763674134516, 0.8454747377435144, 0.4932696417934467, 0.8156739366091972, 0.7498478692479519, 0.7565347733799475, 0.18714460734697613, 0.9578213818011886, 0.4887801500137492, 0.953826321610162, 0.6125552894422639, 0.6825782170822202, 0.7827561002146125, 0.4240853528686689, 0.9219713477534955, 0.9645035186943395, 0.015442550371212338, 0.12398739985102836, 0.3017953979908782, 0.5717891972010285, 0.6491190685583966, 0.316488031052258, 0.5554302692074057, 0.6320435257061581, 0.45947705582683873, 0.7773070079838974, 0.6960060047551117, 0.9394970839925276, 0.16334452842950287, 0.02210413367643549, 0.8455962665355297, 0.35133164038614295, 0.5264107785851465, 0.5934444155155744, 0.21517033545808373, 0.8552582172735272, 0.7569600176721424, 0.5012554023200778, 0.6946524292530398, 0.7906070443072571, 0.06817107226338703, 0.6440667275899582, 0.6823824789447169, 0.4705181782539949, 0.5504112689115032, 0.41086615888098765, 0.6130554033965125, 0.9733620796107489, 0.31854460466296064, 0.42240165264904406, 0.7755205342392189, 0.5713547276524924, 0.11619962867777567, 0.9086920759566249, 0.6891740341549407, 0.6017078110580355, 0.7726992074434532, 0.8626813215769666, 0.22906595657622442, 0.7479361387871002, 0.9497869579869562, 0.4518015289220231, 0.14995223007642677, 0.5035467461162261, 0.4898646168940298, 0.8347114108794216, 0.9814063232863575, 0.1226118707907159, 0.040887787985924295, 0.6234553847643572, 0.902649124609447, 0.5090479440982967, 0.7944443806410815, 0.4725283230060354, 0.8740660810057992, 0.021348021386723315, 0.48904415956874314, 0.5237731639241805, 0.5652553529311859, 0.24112744207909054, 0.5932198082265404, 0.730984929447155, 0.7392985081998522, 0.2554325768446588, 0.698703016760332, 0.6677914758342811, 0.5004587998595924, 0.12109672422883522, 0.6366732516273446, 0.8345482712887858, 0.5126104332852498, 0.9580491440005113, 0.06321589106579384, 0.6385512777712784, 0.8154762758056454, 0.9086344354487992, 0.4914225599965115, 0.261351683216307, 0.8985005484821466, 0.6043180959605967, 0.3968079454373038, 0.8773826501581234, 0.2939746858988487, 0.3802729134918392, 0.8622434325345149, 0.6259544840876603, 0.35373133285132086, 0.5570520996626714, 0.9391561964028009, 0.8439768271537506, 0.006943438536819335, 0.5408082640151661, 0.41473056137712694, 0.6115245185743428, 0.33759665960353613, 0.7857542277816568, 0.834697490767861, 0.3310920921509647, 0.12743083127456156, 0.00020880917102694685, 0.1271513658454294, 0.17567102785539246, 0.8059338364116223, 0.802172371796073, 0.4252836583204135]"
aeb55086-553a-4274-a178-17bf904ec2be,Article,5 Quick Breakfast Ideas for Busy Mornings (Vol 9),Product Comparison,10.1,"[0.801864911215529, 0.7368410360074809, 0.6752418013031587, 0.39292778891401736, 0.33262828441654024, 0.9338943021349366, 0.29390965755079523, 0.7445882091051395, 0.9667516716697494, 0.4140420140205272, 0.7718379827421308, 0.9240958824889453, 0.5005159132792206, 0.16243859479162104, 0.14236204742090852, 0.5390986683307004, 0.1437822384914762, 0.8465031335078558, 0.9085099064915689, 0.08534323421692303, 0.9187777611626694, 0.4996382030425939, 0.7115630556742144, 0.1411073979128209, 0.8023638490511136, 0.6132494300411839, 0.8267627181199805, 0.4848642618148954, 0.4572167579116374, 0.42586382944749146, 0.8366964894401799, 0.6368566609399527, 0.3208326410843495, 0.5724027715154403, 0.6664404935195368, 0.21053313169363486, 0.4854764126854709, 0.30440588631127163, 0.25512925640774187, 0.4896145881913425, 0.789456209368583, 0.5560635501017582, 0.9383933376530922, 0.29702846582397335, 0.9390804746165345, 0.3852981778693909, 0.6506630122177238, 0.47602282655892225, 0.7596255819251782, 0.5222508560542836, 0.591132011033532, 0.920949328925346, 0.9113713010732332, 0.2613932882309079, 0.07126499324544222, 0.24352807766741225, 0.3186339730535116, 0.7792033986858077, 0.5480610749310902, 0.3330033707136938, 0.07269106580106488, 0.5902444224148128, 0.5322336235456075, 0.6732027314343374, 0.5729445615797538, 0.779592750726903, 0.6232677378707557, 0.9967232988905842, 0.34234174289434816, 0.35023676859971564, 0.8104070980797501, 0.22286244174842074, 0.8056305585953337, 0.6875428777865591, 0.9219207503513245, 0.9317303872718026, 0.19074577428115913, 0.004040182863497721, 0.8285819406725848, 0.796027483883708, 0.8552431168882733, 0.23998846890399828, 0.9540279915881301, 0.010743776362027946, 0.3785361161190183, 0.9174567880322113, 0.6179431336344915, 0.5937682212502491, 0.7984918299737254, 0.2354763635664654, 0.03197601924039151, 0.37185740433786985, 0.11490593483935363, 0.07645470152603895, 0.993222685459037, 0.058758996378643236, 0.923402936094113, 0.03112065752019344, 0.1330127893534342, 0.5333457223724003, 0.38121972641075563, 0.8219995025771493, 0.4066364887626507, 0.4287230842727414, 0.21975000520098698, 0.4824330862571651, 0.6233921259174428, 0.14768161442078975, 0.7374043477094823, 0.4227867015835328, 0.4077950804334094, 0.10287060117929892, 0.6937211771501162, 0.5978182900796347, 0.9326054744971429, 0.2618760073620785, 0.38666312989386653, 0.3897377191261143, 0.23734308346099064, 0.42093574982761184, 0.37828906335359436, 0.17176571079727065, 0.8893956097688309, 0.16482010427022886, 0.6780835338126172, 0.7436443708162853, 0.683512083803806, 0.27984990165897183]"
5c483e26-5648-4d03-a4cd-f795a014400c,Blog,Whole Milk vs Almond Milk: Which is Better? (Vol 3),Recipe,3.6,"[0.852965768897059, 0.0990460003878324, 0.7072081897802043, 0.1924682819684448, 0.3920877462844077, 0.2589212507039458, 0.2511044745577844, 0.625339881104093, 0.7937191164430685, 0.89624384698957, 0.13737768785053994, 0.6985534330614922, 0.16053141184613273, 0.016349929913174632, 0.21833064743101072, 0.1460256710331318, 0.673394173082639, 0.04500410928277143, 0.2518536175449748, 0.6892547169997592, 0.17620067203302936, 0.5316128131438222, 0.7609008845966493, 0.1185870068497733, 0.30637008525458687, 0.6185499393673481, 0.8323613618626047, 0.3346119140251317, 0.8402484063334814, 0.2985085559705358, 0.2278214014724399, 0.3383750849333953, 0.32235195459730703, 0.3165435309072415, 0.07833277852755816, 0.8269168205019015, 0.3048988587498561, 0.28624417641489486, 0.7968002155843847, 0.2560776568729678, 0.20418622115070018, 0.43286805353912416, 0.9423238708693424, 0.17228436317629303, 0.5581921369364929, 0.16358329586600706, 0.8749898112361023, 0.7631972477189167, 0.7426889675612095, 0.7958234829003729, 0.5869660302936788, 0.7696675780016983, 0.8129201192445592, 0.10797669151683731, 0.9391354791358252, 0.2993505106645341, 0.7190622312527373, 0.3823757156602896, 0.9079944697812745, 0.41008421038632237, 0.805378656813011, 0.43211727622572293, 0.9259191241343716, 0.8363785793610911, 0.2947205051215367, 0.7334418486408114, 0.2300759731932609, 0.880499646818967, 0.08556393504644078, 0.7012390515249888, 0.7776024995580962, 0.4048704128771735, 0.2978270409383458, 0.6967883048138199, 0.38664838406871205, 0.6344615954747773, 0.37332661484613916, 0.9845046104162553, 0.37289966013129916, 0.335217927104407, 0.5279252368886056, 0.43098790769115414, 0.91540299774065, 0.7504380589373971, 0.5089981358466318, 0.8287612162427013, 0.9599976021683185, 0.7049967815757909, 0.2637655686067564, 0.08819587284155961, 0.7805119230167319, 0.33999880131798577, 0.5783771466120288, 0.5761698148112316, 0.8373680488352716, 0.6684054648131773, 0.47810517524262075, 0.511353684552315, 0.9782851137590559, 0.34315492782109325, 0.6294094901916683, 0.18686659670889716, 0.5949345968891453, 0.9680418525792917, 0.5198682959040088, 0.3356135056163513, 0.2986582555300479, 0.6460032480618283, 0.9237273363454098, 0.6121832189278197, 0.25177692740155133, 0.10640614717060659, 0.1737452908378584, 0.10502906271869827, 0.8017277523165676, 0.77289264000829, 0.2077691729057355, 0.22821255438428323, 0.42913835702055136, 0.6143122113793404, 0.8511530327666323, 0.7273491191825106, 0.7035632555080398, 0.9630802088012134, 0.6241393994334364, 0.7985152176242497, 0.23876864522139263, 0.7435757418513217]"
9c7fe954-10a2-462e-b765-16e839b76de3,Article,DIY Cleaning Hacks Using Household Items (Vol 5),Wellness,12.2,"[0.5549857871667306, 0.8000488863789691, 0.4534931182747588, 0.05743065009216208, 0.38701440235147944, 0.22442734778195095, 0.21512122280525459, 0.41417168804130267, 0.18284508238650343, 0.0805267028351444, 0.8806034370882773, 0.3567948835200594, 0.6427596937564666, 0.5862935241314394, 0.6498238133454057, 0.33478372646534327, 0.09915518384183031, 0.6360184965922024, 0.9713841385228411, 0.3673194564758475, 0.07744936168855276, 0.1407692096103892, 0.8839290896558163, 0.1356892905403667, 0.07934937991836633, 0.9049289814500582, 0.8979530257319552, 0.5896655498083369, 0.32780791937639797, 0.015107528676755133, 0.8169465553233303, 0.6870365603447529, 0.7101121154292966, 0.5103790316934255, 0.5472136997255966, 0.9833214053483903, 0.1544967759059479, 0.2722963505012027, 0.1260859157716483, 0.9585572265760195, 0.8325980759944288, 0.8754872920921158, 0.058859997942424025, 0.724902879165444, 0.809781998371857, 0.03265250564390354, 0.874313403875803, 0.6383264309635315, 0.5029842883123101, 0.45509940252891534, 0.7346250711210335, 0.5731725082068531, 0.4714028901452121, 0.485247767913737, 0.1132686659340485, 0.31497205966230835, 0.9496042841978096, 0.9853572519337962, 0.4161130168362791, 0.5178082042622009, 0.34998024364492775, 0.08624226906963728, 0.8010572025878688, 0.13380244877144665, 0.46034741071994256, 0.4874364948405979, 0.40465121155844863, 0.8496950720473548, 0.3302412321380733, 0.6604383849622407, 0.2987205627795628, 0.4408015764948723, 0.6155010439105439, 0.9732431479597903, 0.16573092212279406, 0.6770541642569149, 0.22600780514755425, 0.2770246233248943, 0.8481897314952273, 0.7339649820796761, 0.7022182269287227, 0.09750149644324013, 0.7927866522428266, 0.849375613170495, 0.6934052754066399, 0.2633985353127236, 0.8489358789228549, 0.18829247378387137, 0.7523750936668535, 0.2955983522350857, 0.6338405933236431, 0.9864126077498941, 0.36170843598444047, 0.5868824597686396, 0.9572619411493521, 0.635928472523199, 0.2596739995658689, 0.5827215547465592, 0.0586228700038921, 0.5354915653623916, 0.9756293685753494, 0.1816061467090967, 0.8775063704393454, 0.20020564460288348, 0.9513496968500882, 0.9402398237001534, 0.6909525983022394, 0.22179496554292277, 0.47546756674363566, 0.9342826931073372, 0.9441054471768511, 0.8541655164046741, 0.5399026355158919, 0.7844547832226412, 0.483922983773621, 0.7527126836146266, 0.5741793796339181, 0.2722673403453153, 0.32357046807831413, 0.28283477774804366, 0.30922241142795315, 0.9735993057992988, 0.19778191613071405, 0.7083201502559049, 0.9791415312899395, 0.16778155877935375, 0.39217801308665756, 0.22838424120399714]"
7c970e8d-96c3-4ab9-805c-16d5698e75ed,Video,Creative Uses for Greek Yogurt (Vol 4),Sustainability,9.5,"[0.37304362383946255, 0.34537937026147936, 0.40844722970887537, 0.9646023511404995, 0.709659941228766, 0.9223804458960766, 0.8237356452834972, 0.16732292192870124, 0.997776334492432, 0.54617257440028, 0.14470488197429698, 0.8373240431636969, 0.6792064574941432, 0.8505664226292738, 0.0033746306218872535, 0.02251710569057852, 0.5803263312002063, 0.9483721972026941, 0.27290925180835657, 0.9756608153472068, 0.9093152275018047, 0.7979199776920508, 0.44545445635433945, 0.9225501364215921, 0.9411960726208473, 0.9421477387950169, 0.6016363809461489, 0.6725544953453192, 0.2351530898997395, 0.734521718696946, 0.5359559673960693, 0.3908234879642314, 0.3792774335122039, 0.2816015372677724, 0.8077597453941183, 0.2690068035029153, 0.14681954436225997, 0.48899553841806787, 0.3378291419754761, 0.9670135869108121, 0.728985684962963, 0.7495366664266754, 0.2974444044676684, 0.33051412120359325, 0.49564863585775665, 0.7540437861836357, 0.25971618030232835, 0.7888968045706664, 0.24888528384447572, 0.5918297383231159, 0.7524724344171269, 0.39913324899313896, 0.7952146292714094, 0.16980483160152804, 0.5527205802000579, 0.29274809796174883, 0.2196787841284158, 0.46360442915894884, 0.5622230173787937, 0.6778968617714396, 0.4319971166766291, 0.22138797336093374, 0.07409565552964437, 0.03125918629993141, 0.07328455390401534, 0.19298132741050766, 0.7488589870818074, 0.3336743164117052, 0.4811133932821672, 0.8669168286623584, 0.4732757736187905, 0.9392072365576998, 0.8010871269313463, 0.5729042457324156, 0.6007766346779039, 0.772377741139419, 0.8757222857972201, 0.07946621972044887, 0.7339486891253338, 0.6843279785387103, 0.14023582411718438, 0.2963256540257785, 0.6749325182850933, 0.06907184831677815, 0.344643175848815, 0.4871400815632615, 0.43954591246459274, 0.8962985145016851, 0.44573359438689675, 0.957729141391725, 0.9419912357162812, 0.42795468991717134, 0.26787772439039403, 0.13205358531990674, 0.3075482344124473, 0.5321075402244196, 0.0849754527731923, 0.9336925923237556, 0.9957689319437499, 0.7076859570786798, 0.26304231281944523, 0.39745818546430567, 0.5333888336511894, 0.9654902349275121, 0.9375782112298608, 0.06932647866337449, 0.8338019933468834, 0.15514577240197203, 0.12286411552714782, 0.7053852717992032, 0.7233710905824481, 0.05022373347137432, 0.47918599135310336, 0.6817871606198189, 0.6240196113281214, 0.9969437907273374, 0.2833985050658837, 0.7010475530037337, 0.8896541657021174, 0.9647483886299165, 0.25385189912334727, 0.6949511911118086, 0.8270900225289619, 0.9462856024701992, 0.15939757415694034, 0.8120977352488074, 0.27391951366198175, 0.039281620324523314]"
97bca885-f312-4a11-9e0e-e4c53818b89b,Video,Creative Uses for Greek Yogurt (Vol 3),Product Comparison,11.6,"[0.24861991191734956, 0.6863634149971519, 0.8963339694380676, 0.6165815681842751, 0.342095177838887, 0.37369219294226497, 0.9291403809272574, 0.26643235812091726, 0.6278558208614249, 0.694541686400978, 0.7283747217349882, 0.2796724822368156, 0.19139914385179146, 0.38998171476127297, 0.399696602859544, 0.5145569609470783, 0.6972785506002125, 0.5968616973719261, 0.7468968085462729, 0.5130869737274791, 0.9178315722737617, 0.2653500557810867, 0.7383612330328401, 0.2508018785762185, 0.5451027259229676, 0.3504185662375723, 0.6104834444736178, 0.7041263533778234, 0.35719384396521925, 0.46596477602565445, 0.2169419609557809, 0.9587058038363623, 0.6850436399540923, 0.3809556709911268, 0.41687103161226746, 0.3874006319906821, 0.46441601942913013, 0.8635862116548487, 0.43355546791005883, 0.5481893616519694, 0.7538107885362129, 0.5433065141507346, 0.028102809958192032, 0.7340711839658631, 0.779483673239307, 0.32569513298078767, 0.1045046464985665, 0.8712569434831821, 0.8136728566598411, 0.6064266506525334, 0.7683952370133216, 0.7295266423942417, 0.4145945373831901, 0.5039745601751366, 0.7956097941312997, 0.34579306431646384, 0.7816238554724987, 0.24931364105243936, 0.8343968507326227, 0.25670936258479415, 0.6384660941809702, 0.19952863492307227, 0.8743596461241742, 0.4109336316908241, 0.34235870296922666, 0.8025837793420441, 0.8019428581978161, 0.30174115170507976, 0.6197875746332189, 0.25376522924949907, 0.2072911554129344, 0.08084960231124583, 0.12046537291295267, 0.667195560088018, 0.4827532576393593, 0.6748768710189538, 0.044553618887866575, 0.33174765402447226, 0.07273579272655661, 0.2460054147494659, 0.8818326735610464, 0.7887492653249357, 0.4733259442074298, 0.2870111330107499, 0.4577938734695509, 0.12277341799972608, 0.382625812534622, 0.044645259941617166, 0.06303118831834942, 0.10939221226442386, 0.9180373478026098, 0.6895011437214804, 0.8149518832701893, 0.034690702658485506, 0.5585765515385648, 0.013652251607214394, 0.686124177044005, 0.39409476354702444, 0.685086123785746, 0.042832979896137324, 0.3070094137555045, 0.3842314331596224, 0.5140182210226445, 0.15623918596034414, 0.04661558796102305, 0.3070894893574686, 0.5660305617611489, 0.04360740581911382, 0.41339562619734826, 0.5001158268046237, 0.22266643651796425, 0.7135227170870769, 0.6308786705304026, 0.00551994201259276, 0.6085418936416837, 0.737818889889217, 0.7545230730934064, 0.5136279144712204, 0.6490293001102919, 0.7487862321858997, 0.7456304188242482, 0.5602156308885564, 0.7213107431255693, 0.8092337371054865, 0.0504957528944332, 0.31360423040321284, 0.2664182396009047, 0.20086536365537]"
